epoch,split,loss,loss_rec,loss_target,loss_self,loss_missing,val_coarse_cd,val_refined_cd,val_cd_improvement_pct,val_coarse_fscore,val_refined_fscore,lr_decoder,lr_encoder
1,train,0.04476998918157529,0.029514262438450917,0.011123543156774777,0.05165229585261636,0.0,,,,,,1.9659258262890683e-05,9.82962913144534e-07
1,val,,,,,,0.03858194175350946,0.046063579957699406,-19.391554349411173,0.6181880996003747,0.5650805485062301,1.9659258262890683e-05,9.82962913144534e-07
2,train,0.042314261307066676,0.027834541129368996,0.010462397265297884,0.05021653748886204,0.0,,,,,,1.866025403784439e-05,9.330127018922194e-07
2,val,,,,,,0.03858194175350946,0.04762897815788165,-23.448888244587277,0.6181880996003747,0.5680418721586465,1.866025403784439e-05,9.330127018922194e-07
3,train,0.041439304750028036,0.027198442601337042,0.010213288832234742,0.05034466751674751,0.0,,,,,,1.7071067811865477e-05,8.535533905932737e-07
3,val,,,,,,0.03858194175350946,0.0495760474022245,-28.49547002831968,0.6181880996003747,0.5569791776500642,1.7071067811865477e-05,8.535533905932737e-07
4,train,0.04080056200191699,0.0267573951117176,0.010041304283326955,0.050023283540916105,0.0,,,,,,1.5000000000000004e-05,7.5e-07
4,val,,,,,,0.03858194175350946,0.05098957740701735,-32.15917885309461,0.6181880996003747,0.5560377834923566,1.5000000000000004e-05,7.5e-07
